0.983387 0.524393
0.21798 1.24059
-0.334654 0.827535
1.10605 1.37176
1.23942 0.09019
0.558706 0.0701423
0.398356 0.157025
0.491882 0.884912
2.11654 0.448959
0.141538 0.545799
0.462096 0.642912
0.0679718 0.616309
1.34773 1.08322
0.288164 0.695875
-0.51291 0.755169
0.751582 0.580697
-0.434528 0.670237
0.161386 0.475326
0.344649 -0.285422
0.958172 0.338072
-0.158105 0.922328
1.43994 1.96043
1.14874 0.35528
-0.103225 0.35102
1.74084 1.15756
0.898119 0.248421
0.457695 0.989981
0.419951 -0.29646
0.283559 0.365708
0.930595 -0.0857325
0.759784 0.153893
0.627704 1.00909
-0.430778 0.19063
0.965525 0.618943
-0.0552543 0.342362
-0.463245 0.541838
0.735491 1.56456
0.371772 -0.00986697
1.20611 0.250243
0.398983 0.336637
-0.186003 0.634066
0.947771 0.079637
-0.0830914 0.749638
0.3676 0.247916
0.741964 1.0462
0.235597 1.05728
0.31807 0.570355
0.563668 0.447698
0.728909 -0.846531
0.711461 0.286488
0.0147113 -0.410208
-0.790294 -0.789553
-0.383871 -0.416991
-1.00278 -0.988196
-0.606675 -0.569818
-1.00081 -0.395162
-0.966558 -0.861712
-0.605658 -0.466186
-0.964782 -0.428528
-0.495968 -0.6625
-0.541918 -0.634016
-1.01172 -0.5801
-0.843993 -0.368122
-0.419893 -0.440705
-0.535057 -0.462258
-0.703137 -0.403861
-1.1746 -0.367259
-0.65132 -0.807912
-0.491832 -0.0763983
-0.491259 -0.621098
